feature_1,feature_2,label
-3.1850602738788973,-2.212744048090224,0
-4.518832018095402,-2.6536058122632813,0
-5.017437977824089,-3.914557923931183,0
-2.965447784030804,-4.481811035256963,0
-3.8814676008070896,-4.316449251340996,0
-1.5258633021967558,-2.853110229975243,0
-2.492600150298675,-3.1991666646593937,0
-3.3161189662510897,-4.445818467879011,0
-3.2610272725913942,-3.681099339978983,0
-2.2326495143035814,-1.9793674627607063,0
-1.6882521190487239,-2.23745436360616,0
4.537972541875067,-2.7823745778573494,1
1.665065433719759,-3.913363219417959,1
5.382880542138732,-0.19650772839898334,1
1.7708186484186104,-4.1594596542084545,1
3.749153234616005,-3.2064693432716154,1
4.647573573587521,-0.4055011227031553,1
3.591371488041797,-2.6848699912354834,1
0.05437569509737372,-5.135711672942833,1
2.372218916251254,-3.4596912890249776,1
-0.24607271947682685,-4.211427212108983,1
1.292629253804225,-4.018473319317236,1
5.998096120147805,0.14448586325245172,1
3.1351907634220897,-2.7536422763929336,1
3.238037869263446,-6.003591870942507,1
3.675097765633244,-2.0055470948396397,1
4.522782903643872,-3.1537230184394316,1
1.5620497861007467,-4.110350956962346,1
4.237670443264845,-1.389832816933555,1
1.7921876974562005,-4.20154995898965,1
1.779842227704077,-4.127559084276775,1
4.265441874993073,-3.1064029804438156,1
3.01105398554398,-2.7590555099016965,1
1.783875577410598,-4.352321416029613,1
2.899969226707945,-4.241375099889079,1
4.2128667965090445,-1.9177475835396574,1
4.061123717013999,-0.9683459534804553,1
2.155802353553277,-3.513967084592538,1
1.3074035102196109,-2.3012654988076178,1
4.9898800809566835,-3.6149003756094524,1
2.7377060053653652,-3.3221689117619477,1
4.337915427959256,-2.820251680450076,1
3.53669698932173,-2.2487404876793513,1
2.310047164681971,-0.8354991470754194,1
4.8775904448313625,-2.0608386741966664,1
6.206995525503128,0.5045558981978377,1
6.275778163435522,-0.36251316664573885,1
3.8240930769022823,-3.0156683771471555,1
-0.1379795001191888,-4.961396189141334,1
1.5878116656224435,-5.45628036090752,1
1.0517181412419645,-4.361405624545277,1
1.259872621282415,-3.5220789301376896,1
4.583538177683238,-1.9185212021328202,1
3.306271409258238,-5.83589947625423,1
0.4537881076909782,-4.891737207820492,1
2.9365610728682014,-2.8025307502830574,1
4.717210857908473,-1.6968477149866192,1
0.6187463106304074,-3.8454133796699432,1
-0.9097060924884834,-6.997174937219273,1
4.269853117513443,-2.3385967164226975,1
4.538801906787242,-1.5533170827407219,1
2.459062102137918,-3.5814539105785457,1
1.5310038996148647,-4.746123973828513,1
3.853345731686734,-2.834420405214561,1
6.321416030267099,-1.5335917574083684,1
3.9590496927853125,-0.5010798464278454,1
0.8738510457353938,-3.499269531129405,1
6.118059808706977,-2.2112483368437887,1
3.863816653727747,-1.9281515552561797,1
1.6487878305120338,-3.111234792453183,1
1.5521874242307787,-2.385859067394094,1
3.866588951055106,-3.2137809493899896,1
5.991072356659297,-1.0607727392173236,1
3.1707593751527186,-3.880788614319462,1
0.7909215871237985,-3.537989735116287,1
5.963316206281501,0.9856766755844708,1
6.046374130648841,0.5214342191994903,1
1.1656178086122466,-4.757643411477796,1
5.222738431877263,-1.4699531105274148,1
3.4914650008800905,-2.724169935310918,1
3.362512697251777,-2.7675023605847486,1
3.4019786182885725,-4.0280250135590165,1
2.456655309583203,-1.746913847335487,1
3.8265778765383462,-2.6985760710067304,1
2.9330864819519946,-6.0949816512033745,1
1.6415982392320683,-5.10608037028774,1
2.702649046601586,-3.183381988109187,1
1.776381653581324,-4.540240720071999,1
3.2263650274751074,-1.2380031237945124,1
6.454529431622135,0.47858915988058826,1
5.426999535323152,-1.474106249799108,1
0.07730181533035907,-5.9754642048444815,1
3.7679584763882645,-4.340015122203949,1
3.952704384149188,-1.8147257629167775,1
2.1148681047471354,-3.155221880670453,1
2.6755691224951796,-2.700871088855415,1
3.417114129477443,-4.747863921295415,1
2.4914417693498114,-2.5999638486939953,1
2.3503281727331675,-4.080195377181007,1
4.842882600086657,-2.48032191324903,1
2.521823805367682,-2.1374980010122746,1
6.252303812405,-0.5284906118524639,1
4.206891336638263,-0.8643343989611552,1
4.091210452874072,-2.46565553404091,1
3.054612313377026,-2.4183912851934286,1
5.377477746851481,-4.22676732173475,1
1.943607069259854,-3.53691029758098,1
3.9632350515670263,-3.3194143755723453,1
2.2598303376222986,-3.2914521277811253,1
3.8174235626823583,-2.4390165716043204,1
4.469531891235963,-1.74177757220003,1
5.026486535734731,-0.47973517622258743,1
4.243852303082038,-1.4744202530813375,1
5.410629124319442,-1.287536497598985,1
4.144492528256518,-3.820473988302899,1
3.055466798136785,-3.393146648176295,1
6.325804499138956,-1.2162131228760311,1
1.5829017190301367,-3.3574621488190557,1
2.953955715844597,-2.567123649518692,1
2.4767733212603513,-3.1332115066174655,1
2.005929576705514,-5.777174974662278,1
2.234113406664637,-4.217885685146752,1
3.507641498010149,-2.8499852059483604,1
4.275501101600206,-3.1753537984640463,1
1.7426287338926918,-2.280284807108645,1
3.083126567069763,-2.9185122375950026,1
4.077277092567654,-2.061720665250944,1
2.5355042246459036,-3.9025725390133807,1
3.426832823206451,-2.0960181381333993,1
4.1966802026654575,-1.5045617591844769,1
0.992615724756869,-3.3982714605459696,1
2.3234445991243087,-2.058392524507024,1
2.072624718500471,-5.106109973773039,1
4.9662673383177935,-1.3945705041804166,1
1.5340499798962508,-4.551481160905052,1
2.9624174171140036,-1.200943683698087,1
3.9521975288862734,-4.793566647070187,1
2.227291056930433,-3.1573885898188854,1
2.4031395091978123,-3.064753957922636,1
3.878618921663016,-3.681328108442434,1
4.102992617470119,-3.015875080663928,1
5.114907958391443,-2.3795746665679536,1
2.2786046096455035,-3.605563109010692,1
4.04129291572875,-2.7270140816003594,1
2.395884802529125,-2.327194774868078,1
5.715793955480165,0.16172026862634237,1
4.915106847811841,-3.3147651955878827,1
6.392970748967429,-0.6870492462327369,1
2.4455966420818065,-3.089325022477106,1
3.775139519852882,-1.0215050148895533,1
0.6791686332027966,-4.852175399273508,1
3.201951173833552,-1.4676181051242183,1
1.3792073397163118,-3.5944623702781677,1
5.639509757631884,-3.7143803629180363,1
0.84918360240655,-7.0568334287298375,1
1.6439783443602987,-1.5390857674277896,1
1.9536975383001403,-2.9231388874205635,1
6.254627758508535,-1.848736147888333,1
3.1357993755819504,-1.5736081339562054,1
3.9778145385822983,-2.9624118362192515,1
2.0696414647773462,-2.6501955206912906,1
5.8348651221895675,-1.5974686646316403,1
3.508819333829117,-1.1959870744830376,1
1.3942850856375941,-2.0829169770138667,1
1.6476636155242954,-4.393861557748297,1
1.0199084420620201,-4.729844917696175,1
3.631339057285712,-1.564103856903336,1
4.192816539878349,-2.1507859435489505,1
1.1130073275173973,-5.0068305430852105,1
4.452342324800391,-2.0970694409661412,1
1.828648370418351,-4.825126571049841,1
3.869157270506225,-2.7346292415755804,1
2.9583711038425453,-3.497746531747465,1
5.873616027441962,-1.1761106193581825,1
3.6321795519579805,-0.8967051131798196,1
1.4609586082208512,-3.8441867233985616,1
4.22362953520552,-2.741628034557319,1
4.36646754364576,-2.8781337781443828,1
0.6667356581391504,-7.989964743958041,1
2.932952537132025,-4.586950238965524,1
3.73750742346896,-3.4315122400611067,1
5.401292244253357,-1.9478062126919016,1
0.5053621728537538,-5.651991850468665,1
3.7939318068693755,-1.548452188746425,1
2.5588472093249903,-2.589197357316937,1
5.495270841019735,-0.14550017472871435,1
2.8500217699295236,-5.116007841609624,1
1.3393421579012963,-2.6537087398037458,1
2.535835363833645,-2.4922640246162584,1
2.4353167249913668,-4.401815305702657,1
3.8687370939577246,-3.9853560518727464,1
3.5045570251519327,-2.1810767233859822,1
1.9251658166055834,-4.045712724074759,1
2.5967847337047996,-4.708191496119245,1
3.137711638315052,-2.8394766862952645,1
0.4146695672711931,-5.83873583772068,1
3.719070468816756,-2.2556664224381935,1
4.233650143517957,-1.5382804265681702,1
4.595039690436824,-3.5244876479383467,1
3.273765774747475,-3.101956280905196,1
5.433319522491681,-0.6461146804824094,1
0.5077680218756973,-4.875417064918703,1
2.896378770268597,-4.690901561194638,1
2.2129057688473086,-3.611446317710235,1
1.9742369411189529,-3.5257021299508793,1
5.018322979512709,-1.0306631213396935,1
4.140886969013427,-1.918373330517231,1
3.5393801171265817,-0.9076840018813823,1
4.791322111167192,-2.2723205924411536,1
3.5278552627017223,-3.7465855430775545,1
4.113692309764387,-2.8683350454721626,1
1.3243882684887496,5.786906160780573,2
2.8142350566838177,2.632500482300066,2
1.7988011766458716,4.7742439292756735,2
2.1939892948985635,3.768969287820302,2
5.589800592102854,0.2511484900558121,2
4.2980634459934715,2.614182470213772,2
0.934894993826632,4.134621715294576,2
3.4868697292293485,4.968033891936401,2
5.245044777666058,3.1335517579955288,2
4.364291587826503,1.6681784099430343,2
3.0257537097424874,2.990508190406125,2
3.9064556975748044,1.2574851392357185,2
4.286955940802626,2.175438996007065,2
4.0521489966723445,5.095811666359417,2
0.47176243267631746,4.807210339607176,2
3.1914049216110087,4.218732850110772,2
2.9023702348945912,2.999141700360683,2
3.531710040722206,3.694804330067889,2
4.111029429136507,1.428404391207161,2
2.4764062240012428,3.9640464485520273,2
2.359697482988211,3.1173246922435625,2
2.9711586078971455,6.046586807616816,2
2.2208041261675735,3.506002762566143,2
1.4238453403627727,3.8137059728231812,2
4.208563802468845,1.8378347733709433,2
6.267793919308464,-1.8997261738904987,2
2.593185562606043,1.492833559036824,2
4.323924394931723,1.0584201828912625,2
5.310620101297985,0.11510765713415694,2
3.8643006368549355,2.1716277533980692,2
1.297053855009566,4.946904230363901,2
3.0370229412016436,3.1036269007696413,2
1.921517660448968,2.640596753298204,2
3.3997958195330695,3.036844374071804,2
5.779470887001404,1.4447472167526867,2
0.8437441190847759,4.26335539509338,2
2.7606142066597226,1.9974371001931948,2
1.1437848845969425,3.3554201638044536,2
2.7444189483891908,2.040884868996952,2
1.6507225291848036,1.8118541010676352,2
0.2206002469059989,4.415240265629287,2
2.75502170469377,2.944425323075234,2
3.577253492953332,1.1672357974106888,2
1.1477398745056249,4.1088920697957745,2
2.0044984087465894,2.8620138257288916,2
4.357212854227118,2.3106454702191606,2
1.4049275820198144,4.347137584102855,2
6.661021014823141,2.1645155701850984,2
3.2642564670312026,0.5556097247694831,2
-1.3878394322457455,6.816451482645037,2
4.8279374189846305,0.20553279375771094,2
2.5534310860127833,3.7157100998129144,2
5.635562324373324,2.9421581113851505,2
2.986989960197352,1.3376101964810916,2
2.420799715299613,5.458778987522996,2
3.3016679062613123,0.7165277463276714,2
-0.07694236669211607,3.18158954653886,2
5.623546868627631,1.744628597639048,2
2.9008881740240127,2.725848047979413,2
2.3341201326923806,3.449824205545971,2
5.955725534992764,1.8489175259391264,2
1.0501608788192447,5.2402232176723835,2
4.583001421411873,4.725727710126215,2
3.2535300610703985,2.3793726507400286,2
3.4640862764851463,4.61667718850866,2
0.29876985148013135,5.335553225944075,2
1.5380333298833635,2.5130623409124824,2
2.8991025014755163,1.9125474249057968,2
5.780995078079664,2.5971135202364053,2
3.876813063065744,1.3713826519867924,2
3.3392433225576834,4.496158771586844,2
4.19044890475219,5.7118685209006905,2
3.3010005890676712,3.0648797095141234,2
3.5789702255026428,4.450496079969772,2
2.1157979889503777,3.7198283924115545,2
4.670958633796322,1.6747366168579698,2
0.49409552373552623,4.9255369779225155,2
2.3377194765494336,4.010386064556819,2
1.0656087104019918,3.796297635217453,2
-1.6148782334770777,5.805871247457532,2
4.241318619811424,3.0853445742983774,2
3.117712500172712,4.056065182581737,2
3.7315115534354133,2.1626982255249643,2
4.090293650580236,4.128974579180814,2
2.47166811033766,4.654996390076025,2
4.725375976137339,2.6448309916663577,2
3.625598145145766,4.338950000393013,2
-0.4014248775316167,5.967592556602319,2
3.0314495838726945,1.7466062712097945,2
2.9568863556405507,2.5028480732821468,2
2.329349457663775,3.466202189159427,2
4.324514032680742,3.1810367051320734,2
4.789172422101036,1.8233347192172455,2
4.154056109480667,2.8703556542623585,2
0.595386348293037,4.975967990983041,2
2.429091392753208,3.8237599028222067,2
4.434260278520213,1.9062646834068795,2
2.834804099421653,3.749083414361434,2
3.3803002138929052,2.7529078146768233,2
4.561307335510929,0.9322428820687563,2
2.7520201567972227,4.510128518730864,2
3.7417823672422834,2.406305633353003,2
2.7818838689043317,3.5030518042712853,2
0.8593868648299172,2.5694630928345,2
3.2470104829411524,3.0910340778049052,2
5.765347802679,2.60202548739426,2
3.8500464661589655,4.360941727739397,2
3.6083685773938328,1.1085152856022928,2
1.4584141808434543,2.1675619694463726,2
2.7288539357401125,3.4086348206819106,2
1.8898032712153452,5.101618901244558,2
2.8840423216662794,1.5638630244985383,2
-0.2675021769431285,5.147282371900449,2
3.8860103987326022,0.5797714487543901,2
0.8664673272376135,4.399696966146589,2
4.289072807482675,1.9056500117106285,2
2.8477224189288948,2.193305783843562,2
2.561126622573761,4.945456994557391,2
1.9843703256961314,5.100217872389429,2
1.1076506913462065,2.3808644138521444,2
0.5742213513770262,5.852855885600967,2
2.826817676878955,4.749977161768271,2
1.0295227715266184,5.562181370536772,2
1.8876255052002318,3.264943394713015,2
2.3436972898480026,2.448336270654635,2
3.5064734113499436,1.2298215499078953,2
3.9885163397514862,3.4951254747982183,2
-1.8797548645239903,8.147747822009034,2
6.0265065826742195,1.7624499985843773,2
3.0084602500482513,2.0572981169292657,2
1.7909447747299088,2.4545470907639837,2
2.585763921377573,3.289254215132364,2
3.1141528913177243,3.4252511482944294,2
2.904838141414352,3.1182673987212928,2
2.8441918737303826,3.743273325619101,2
3.619760454501261,0.3579265133908054,2
2.084361337121206,1.8894447017207179,2
3.5253948740840073,3.8021936891412853,2
1.2989037588308527,3.2187594361584386,2
4.592338438820827,1.871949705113892,2
3.4105984356941796,2.141583351445877,2
1.35809086865079,3.2456748995109095,2
3.0686640354701913,1.7998484758339182,2
4.043286754933466,0.7446216466336066,2
1.9654808069400658,4.10780429067343,2
4.2266614942602505,1.4465114779955093,2
5.072651409343226,-0.10971232728993652,2
-0.462587803297859,6.334963727179796,2
1.7968383859409593,4.110547065751936,2
2.9184903956074386,4.01949819017052,2
4.724676957401634,1.2315725679924703,2
-0.05890889974064306,4.933901232980022,2
3.678049458905063,1.8868093636186218,2
2.945808572623585,3.796537389276333,2
1.3492448069413527,5.357152369211427,2
3.9884802227228517,3.792251009267162,2
0.8290975937745251,3.0556921493711724,2
0.2569844918426818,8.246062339679353,2
3.5331928350076263,3.001252756228721,2
0.7842406071781545,4.972230696338515,2
2.626267353628463,4.93584250440169,2
4.178667710301255,0.9695064133125362,2
1.8689704455169014,4.782719637804841,2
1.445609645259326,4.366910870480511,2
2.0437058348042827,1.1297911125314617,2
4.84526652834095,1.2212949810530283,2
2.0718603875177144,4.679339262476252,2
3.0105968471825855,2.60506011761889,2
2.7119125062470655,3.3986948067826743,2
0.8827678095555815,5.3243307141391245,2
4.442221021000109,-0.24188999447102288,2
-0.22950486537495207,4.573233857077116,2
1.6014552105560809,4.0190084275396485,2
3.1735652299430916,2.636742369506965,2
0.9324610494584067,4.794819421221891,2
1.9702408782217649,1.8648760544277059,2
3.0486973639109958,3.702310151653985,2
3.610339561995018,4.366584289224484,2
3.1241754152922856,3.2986425579950365,2
-0.7025392464150384,4.510488157954007,2
4.7291696817435795,3.2877233674591544,2
1.9995370217438033,4.9598373144803904,2
1.9147343183008516,4.547807150432052,2
0.6873340228352416,5.846898118308738,2
2.733137561211724,3.491663951593606,2
1.8769205457407336,2.4868099238294263,2
1.6892240879940617,4.126306271417221,2
0.06580633290324878,5.827207745590696,2
2.5088438347582755,3.8399043215633597,2
4.69063919795393,2.7124541606667716,2
-0.022619168099552667,6.001721023642433,2
3.224055452260343,2.2738581012490373,2
5.866353990399185,-0.11781974979218024,2
3.348963613906494,4.142689348903968,2
1.1875219121842742,4.223459436717805,2
4.232416649108696,3.3570254769143215,2
2.913625157113006,2.365084150553693,2
1.5319188692243153,5.935448853242626,2
2.5504235084989277,2.6098483718211987,2
6.598045512632029,0.23592132415206057,2
-4.3878611133153225,1.3230458031660635,3
-2.5418175809864403,5.964927716433213,3
-3.8587114529728135,0.8691107903139335,3
-3.620818976635048,4.629420292930118,3
-2.5640974397164475,5.424874363100885,3
-2.7138370990197487,4.003880167448025,3
-2.3773845601511665,3.358171784756291,3
-2.9392227767281804,2.1504934287022484,3
-2.601906152249443,4.4067632521209195,3
-3.3538430691221492,0.7643843964845618,3
-3.2885099675859673,3.472952051726963,3
-3.2780012900557884,6.320082156833743,3
-2.455930703361255,2.6965170736768367,3
-3.102724553822687,3.6183701401477886,3
-2.786797365391677,1.5847301998083319,3
-2.661228518206054,4.94397143585616,3
-1.7719146505267935,1.5441519393389715,3
-4.119127749805335,0.2937005761016671,3
-2.8403066661136225,4.7970380171547315,3
-3.776806811067413,1.9719823525999725,3
-2.91720425028384,7.341818930933452,3
-2.7752212921047366,3.9993988784591847,3
-2.6180955444816196,3.8134512034364394,3
-3.2653223040309682,4.370239853174961,3
-4.231089033991026,2.454387803736598,3
-2.80829430316608,1.5401841267406293,3
-2.5764150887006227,4.95505971615054,3
-3.8931981319465714,2.362622987455907,3
-2.185601096309561,-2.1959631811063582,3
-3.3171126470117573,1.897653505061488,3
-3.9938810408756904,3.2461523544651913,3
-1.5691892627768862,2.345617461011887,3
-2.7459724852937875,3.945492385953491,3
-1.4135338860576294,0.03942392346529067,3
-1.6407111297824941,0.3381944601369451,3
-2.0062565682327547,-0.9569074813340586,3
-3.582945280162955,6.027102353902901,3
-2.6128727748969007,3.790575485710257,3
-4.024680889288931,1.477529930250851,3
-2.6174494189887567,0.5347765846786112,3
-3.3990210872785336,2.8407632885517753,3
-2.6407417359660137,4.80865733513887,3
-3.849377739668778,1.5866586547308232,3
-3.3801288453605127,3.978933074889209,3
-1.8853883072775528,3.1855953033474447,3
-3.6097148427188928,3.939770085030476,3
-3.673621706198899,3.3005695638285215,3
-3.3970961420147,6.009269403297544,3
-2.7824002096521783,3.387768060737996,3
-4.384903247462874,3.2979303456688367,3
-3.319859947326508,0.29399397078067757,3
-3.097424616728023,3.597602239377832,3
-3.953479979967808,1.2093410434262426,3
-3.331262588016484,2.2487546237046128,3
-3.2307419974185123,3.959429159879459,3
-3.420480884600318,4.127562777372006,3
-3.246105955212724,2.5211470481414957,3
-2.557974358989486,1.5363254295614361,3
-3.3688562490486147,1.4779012638108138,3
-3.9173859525004806,2.863205668309816,3
-3.502969550475244,2.3921023564895108,3
-3.042375497071694,2.2738299992457582,3
-3.155617076285891,1.5034986415973126,3
-3.018242335486584,5.448295052039384,3
-2.7549914304135705,5.142589334735079,3
-3.5476251885685914,4.4483218821389965,3
-2.9053092643300875,3.196263334583861,3
-3.58182748786085,1.8538821894053767,3
-1.9420695171095217,0.21196875154156247,3
-2.0480779501482798,1.1808007730669519,3
-3.6098748609633207,2.12540035675835,3
-3.446320102239507,4.164626669865179,3
-3.23533345578566,4.063489256535275,3
-3.684610931239026,3.8987919323431326,3
-2.6549512070551984,4.55531541355552,3
-1.1311622294303187,1.2794911011376446,3
-1.3803952023433697,4.010477655749052,3
-3.133526353615866,5.993826952418958,3
-3.2852887245288356,2.228710172012829,3
-3.4920297314798154,-0.42366992185771224,3
-1.920985060895468,3.4616569582147463,3
-2.3762917972000697,1.554276187881701,3
-3.4145908657722592,0.6566124355701262,3
-2.737089862952818,2.14383284494449,3
-2.3195216264228824,3.8555480088479523,3
-2.828054105919867,4.442103903448752,3
-1.8767391762019818,3.7303059372083145,3
-2.452184352010354,2.0441446399480507,3
-2.7091427675128665,-0.3827275394663108,3
-2.9981818994670117,2.09592288986396,3
-2.883579245803498,4.94582319084358,3
-1.957890905341495,4.656034251122323,3
-2.171948922158939,3.7279281613778066,3
-3.005805263425587,2.389060352817236,3
-2.2625034701999134,2.022268600080574,3
-3.3586689276574093,3.774693986360513,3
