square_footage,bedrooms,age_years,distance_to_city,neighborhood,house_style,condition,price
2452.0028157504244,5,34.94229265804522,10.370789055038077,Suburbs,Ranch,Good,525061.8517702217
1176.6334237605129,1,20.127502179849028,29.219834694040046,Downtown,Modern,Good,271720.4933346749
1588.790551045089,1,10.901155374704324,17.823254661168573,Suburbs,Colonial,Good,270826.29433125653
1789.1769768929676,2,32.25270838846647,8.372512817027305,Downtown,Colonial,Poor,329939.69180170645
2031.388957385997,1,21.08519672766409,16.13017135245018,Suburbs,Victorian,Good,423485.2711941154
2919.975095761137,3,6.61381055626652,10.936951155506545,Waterfront,Modern,Excellent,811702.041695576
1339.1192118275712,5,45.02861506181928,16.435104675962673,Rural,Modern,Fair,271665.8085930847
2188.4329837167516,2,34.56109288048272,4.646503842392816,Downtown,Modern,Good,493423.8716358365
2399.5193359275145,1,34.15919282227407,4.848724960759045,Suburbs,Victorian,Excellent,543455.1752901
925.4161143439939,3,41.129193795583696,5.162728499142393,Suburbs,Victorian,Poor,234869.99925739685
2440.3711001338834,3,26.483083932754052,28.25477396587841,Suburbs,Colonial,Fair,357152.31140327296
1260.4151339556872,1,40.75272142012285,22.254068631898914,Waterfront,Ranch,Poor,250364.43719762226
975.6393010602546,5,24.904537675550287,5.7090749452073055,Waterfront,Modern,Good,466176.3941590451
3361.9909505839996,1,3.3587699957855044,6.462123429202442,Downtown,Modern,Good,749806.1797920626
3407.2064893013103,2,20.262404401384437,22.194054771255413,Downtown,Ranch,Good,627826.2865254382
2982.672839914445,1,24.87324469899453,5.528751498973044,Waterfront,Modern,Good,714031.8489300694
1622.457176768101,3,36.01012908161479,7.802277506710031,Downtown,Victorian,Fair,402195.95173910615
1063.7147078172366,1,5.328936506433718,28.93705815179157,Rural,Victorian,Good,193672.56571630936
2647.4291715828235,5,7.00092693302245,8.403889217124524,Rural,Modern,Fair,585022.0482778298
1988.4117330969236,4,13.184190131730823,20.187338160763257,Waterfront,Victorian,Fair,565565.3471647246
1129.5032340809028,1,13.32491966854411,29.38030733461538,Downtown,Victorian,Good,348658.77357586706
2136.9776573004297,5,36.60922892295312,11.854606247053987,Suburbs,Modern,Good,432463.35228387546
892.8490070110897,5,12.536533028079887,1.5079637349998047,Rural,Colonial,Fair,253843.34407704772
3255.1650856127117,3,31.654903167872376,8.080271422248854,Waterfront,Ranch,Good,656771.1250088078
1498.7059503200458,5,24.71369250691357,25.09543854890946,Downtown,Victorian,Fair,292040.28119426663
2588.8101677557515,5,28.664718908970034,26.073656242696064,Waterfront,Colonial,Good,602093.9100455587
1641.6199054414096,5,41.90534815891479,23.287061571189945,Suburbs,Victorian,Good,345596.55099930114
2204.183657180089,5,20.219075077451215,4.280184753220618,Rural,Victorian,Good,511344.3727155715
2276.117754226855,2,38.545568853213524,24.069800779195692,Waterfront,Ranch,Poor,436700.95379263355
1299.107029918923,2,21.10180297753437,27.641656112811624,Waterfront,Victorian,Good,437174.35893757246
3417.878494964308,3,17.69356882806247,18.417676733840846,Waterfront,Ranch,Fair,698659.2191461723
2892.8586230750093,1,47.931358865661025,28.28538533380388,Suburbs,Ranch,Good,515910.5882480904
3336.6471422233108,5,9.218546033948162,24.978327627644447,Waterfront,Ranch,Fair,721317.2920322234
3216.0338461546517,1,4.516848028880394,20.34217399273631,Suburbs,Colonial,Fair,602619.2302242445
2414.32994278993,1,38.54929627677392,17.738371864640698,Suburbs,Modern,Good,386850.64925529214
3289.0604345624156,3,3.412485267704579,11.108636350017143,Suburbs,Colonial,Good,698700.3714854205
1038.9297555401827,5,41.85394953515147,5.619335912041349,Rural,Modern,Fair,254850.7418307336
1329.153728531692,5,21.859669817862176,18.543663758025684,Rural,Modern,Good,286572.31058713427
922.1136800584528,4,45.7756838645957,10.225235054925465,Waterfront,Ranch,Fair,318706.33239164384
1678.3918930608138,1,36.07664305609528,26.12672135830172,Waterfront,Victorian,Excellent,447136.66763249686
1849.4286821616015,1,30.52023335039788,29.806771183400226,Rural,Ranch,Fair,239355.11952668807
1532.642385789519,2,47.465339852888285,22.820405115851603,Downtown,Victorian,Fair,316836.75654162886
3037.5912747102093,4,19.832468652602714,3.6239691633244715,Rural,Modern,Poor,520427.34290850465
1763.233982072691,2,47.704346826981656,9.371882270388506,Suburbs,Ranch,Excellent,401408.32631942956
1558.523176155928,2,6.750063871060346,4.164179321206742,Rural,Victorian,Good,387980.19524426974
2265.2794245272707,2,24.187747096620637,19.864837785959757,Suburbs,Colonial,Good,462407.14136876824
1180.4954074318591,3,13.495561119609745,23.190535072117754,Waterfront,Victorian,Good,419357.13678927004
2965.931848035907,3,26.99213894540967,27.844570095540643,Downtown,Ranch,Good,538259.5222520021
1001.2867379353812,2,8.10069389457923,13.706998045947643,Waterfront,Colonial,Excellent,433682.2499839744
3464.5947288213965,4,42.07648301550217,27.139893838064886,Suburbs,Victorian,Fair,567172.3829694062
2885.060877100975,1,42.32039246572786,26.4588436121985,Suburbs,Victorian,Good,453858.27175234293
1336.5323401422654,4,47.76181563617395,10.19867578619656,Suburbs,Victorian,Excellent,349471.05046174367
814.9097162337265,5,7.733607044161811,26.19811814067656,Downtown,Victorian,Fair,256368.62288929193
3001.745856828052,3,31.166627545249536,11.894495304570068,Rural,Victorian,Good,534205.7848262927
2708.514828388566,1,23.71186543501848,9.609208962248143,Waterfront,Colonial,Excellent,675315.1683014309
2768.319353710666,1,17.21918660221166,19.8231651050374,Waterfront,Modern,Poor,582219.4093198801
2882.4299360520536,5,17.57700805671094,10.52305560866735,Rural,Colonial,Poor,520913.2663498039
999.920559682044,5,20.639677530337615,19.27605370154518,Waterfront,Colonial,Good,390317.6837574036
1767.8574670695361,2,35.24627748444765,18.68512235946214,Downtown,Colonial,Excellent,365685.1580814493
1112.8464607178503,3,29.91430291340773,17.339728893105306,Waterfront,Modern,Fair,397997.42322824366
3130.3792498641023,3,22.984075638056556,12.032171422751134,Suburbs,Ranch,Good,572283.5277042468
2482.904942434406,4,3.7966705184811045,16.906491927892827,Rural,Modern,Good,537121.9058816142
1693.4246671021529,2,3.888267203947854,18.298078774577228,Downtown,Colonial,Good,458470.09075821907
971.6075457722638,2,0.11696953128891296,16.82491976636873,Rural,Victorian,Good,240206.31971251013
1639.652268632288,2,48.38496941035432,13.888164129784844,Downtown,Victorian,Good,372455.7227087116
1677.994969472217,2,0.26269092791924575,1.4253446543416506,Suburbs,Colonial,Good,435682.27910089534
2769.936681512773,3,5.154687300687244,18.02478952333338,Rural,Victorian,Fair,527134.5305186544
2521.4051726590756,3,15.729827840470545,5.88488716913887,Waterfront,Colonial,Poor,599751.0596749643
3195.474404956082,2,40.37151259083806,19.6347030994685,Downtown,Victorian,Good,607589.1963907975
2074.980297937263,4,48.104939288205884,23.020985509763115,Rural,Modern,Fair,325162.9701874764
1122.9044640334146,1,39.500677939592805,15.512913964791503,Waterfront,Ranch,Fair,302096.74695223087
2725.7609255020866,1,34.52801162228203,16.72854628441241,Rural,Ranch,Good,464692.1536418486
2854.119631265623,4,26.06503337067847,28.592878230313744,Rural,Modern,Good,519390.54506835423
2315.44843343764,2,4.33526059310918,25.56785347980465,Rural,Modern,Fair,413925.49995732284
2881.6113858773147,3,47.908539650196516,27.512858962592627,Downtown,Colonial,Good,510531.159423466
2133.248110183855,1,37.919620697284074,24.599222361268005,Waterfront,Colonial,Fair,416512.1186602944
2211.378639331384,5,31.947469266713092,4.158631913555212,Suburbs,Colonial,Good,450204.6789080818
1954.360749568084,5,37.95179227694249,5.320763823135646,Downtown,Victorian,Poor,443468.1604238451
868.631642209057,4,36.20516646365693,16.272090120799827,Downtown,Colonial,Excellent,268665.27077873226
1091.306852881922,2,31.861578989474342,8.136020105141949,Downtown,Modern,Excellent,406799.22903016716
884.8588013541824,1,49.02884000899941,14.824168776193616,Suburbs,Ranch,Fair,101284.35212435068
2518.308110412207,2,45.168190631801245,12.436594390732155,Waterfront,Victorian,Good,581206.2962516225
1648.761148906082,1,32.33324595585817,16.933012914483147,Waterfront,Colonial,Good,428566.45886672364
2173.1408661446976,4,34.658760572846234,22.659395767938857,Waterfront,Victorian,Good,622292.5218505028
3250.429479600451,4,2.5797903329354996,21.74923630587896,Rural,Victorian,Good,649439.6312101674
1473.0890187019625,5,33.49587322750196,16.115789842074697,Rural,Colonial,Excellent,381568.2011163364
1908.0338921962002,2,2.2082718855050087,24.849409145694683,Rural,Victorian,Poor,373392.7471821537
2839.9880740662315,5,29.413187848496552,13.495000654602967,Suburbs,Ranch,Good,576364.510959116
1417.7550468273807,2,49.96767497829174,27.004714405363547,Rural,Modern,Fair,200284.45785944903
1007.8457565377411,5,27.79032907185898,3.067127831599753,Suburbs,Modern,Fair,299393.18857735745
1582.3289228671736,3,23.66050590406667,28.685140870965917,Waterfront,Ranch,Poor,345474.0060370331
1235.297475585812,3,15.642742825279377,19.986099361509098,Rural,Victorian,Excellent,307358.2057137098
3310.1836613249475,3,6.026128939323222,12.022160759178954,Rural,Colonial,Fair,561377.0435388272
2981.925024823926,3,36.551183572914084,6.717469670613443,Downtown,Victorian,Good,685153.8788516944
2510.1901425781434,1,9.629951389281521,14.896313653864398,Suburbs,Ranch,Fair,451018.322922565
3152.9435935068377,3,5.764101062364219,6.642191372373729,Waterfront,Victorian,Fair,720209.7754526928
2969.9146076276093,4,21.088132986525626,5.823616624551122,Downtown,Modern,Fair,697076.0789381758
1303.7391589922968,4,39.76709189795487,18.903200964976254,Downtown,Victorian,Good,377975.3514451295
3209.90929592294,1,37.25322740601102,16.169457012871757,Waterfront,Ranch,Fair,633701.1733158156
2256.224053172257,3,2.7441307323237463,20.43278500371731,Downtown,Modern,Good,506463.08540696726
2980.088418942969,3,22.757184251807804,27.958570445237687,Suburbs,Victorian,Fair,571083.3117337613
3219.4465097934317,3,26.121728803558447,16.435546186832166,Suburbs,Victorian,Poor,529611.4380385848
1658.6093824240324,5,32.22733253129111,17.847029544621133,Rural,Modern,Good,399134.2968509419
1097.1401962247273,2,32.50836752216141,3.5991638354933215,Downtown,Colonial,Poor,324470.79660141724
1415.4249388632425,5,18.23486247286529,21.811437791350258,Rural,Modern,Excellent,460069.6849554236
1953.191029290892,2,28.0338597001757,12.597250997320529,Downtown,Colonial,Excellent,439792.31823714013
3008.6398679907315,3,24.053094192204323,29.325031921214787,Suburbs,Ranch,Excellent,516879.17594048864
3123.9725747921275,3,44.24991782616405,24.872046452274148,Suburbs,Ranch,Good,553390.3091751063
818.770752434215,5,26.51325663174501,16.151950174967432,Suburbs,Modern,Fair,270594.92342456
2179.0177169594276,5,22.05160808740808,4.573456970992815,Downtown,Modern,Excellent,619002.6272170572
1927.0097085017032,2,20.224272484092538,25.923058005137086,Suburbs,Ranch,Excellent,419470.29369983054
1399.6910882709717,4,28.621387971673286,24.19365176729663,Downtown,Colonial,Poor,265243.54467162606
1123.6364918009435,2,40.19884897004488,6.352968756573957,Rural,Ranch,Fair,200128.59367179225
1711.5609627897954,5,26.920074519039378,9.563070387388992,Downtown,Modern,Fair,461214.2384527856
3345.856200563802,5,33.082758754027076,24.00881048628728,Rural,Ranch,Fair,540358.1189674994
1672.6479164560392,1,36.89278834532625,6.37162494987488,Downtown,Modern,Fair,356160.75525403704
2200.7346787070883,5,26.008405493936593,27.614822185969942,Rural,Modern,Excellent,522982.7846542593
2698.15118901698,1,21.340852832743217,13.311295330694495,Suburbs,Ranch,Good,518035.78781695024
1781.7999264240937,4,43.83326889312247,3.5241299150421006,Rural,Colonial,Fair,328419.98251435
3423.811623346594,2,20.875304201394606,24.656710661624146,Suburbs,Victorian,Good,584320.9053039678
3398.6076963437004,2,23.09714252877938,11.83178080811324,Suburbs,Ranch,Fair,629090.499468984
1479.8121987284833,1,49.51706566708886,16.26847663045965,Rural,Victorian,Excellent,278720.7856027278
2142.570965909441,2,0.011876178794228975,4.256825987925356,Downtown,Ranch,Good,560432.8804379469
1612.371436505278,5,9.273645478836123,1.074936430504489,Downtown,Victorian,Good,515398.88131420774
1569.0693348191626,3,19.198194495986286,19.50157096800563,Waterfront,Colonial,Fair,421285.9702673478
899.5947578572385,1,46.62949547126264,15.940079939678217,Downtown,Colonial,Good,217773.80348060798
2445.8237017457213,2,3.5014852873735514,18.212618504571267,Waterfront,Ranch,Fair,480634.8012132947
2157.233362717926,1,0.4742716814249037,24.018571661034972,Downtown,Modern,Excellent,573054.1898013791
938.9926283749712,1,2.6341917988614294,19.751571489262943,Downtown,Victorian,Excellent,420286.0400423966
1552.3454534388509,3,4.4271705306809075,6.068429841993938,Suburbs,Modern,Fair,436985.5951982427
3252.3178921099648,5,1.8798386603130435,11.462403054207394,Waterfront,Modern,Fair,775969.5498665542
1446.8171048008255,1,23.98906634282524,27.27084203884505,Downtown,Modern,Excellent,411730.75390255474
1191.2161546463024,2,29.037860361366384,23.32839630729869,Waterfront,Colonial,Fair,342405.92945751664
2121.52245274942,4,13.584348553450203,17.1424746801648,Suburbs,Ranch,Good,475006.2422507298
3461.256226098622,1,19.914369198781777,8.413704936468896,Suburbs,Ranch,Good,626894.7675149217
1453.5492330810512,1,4.584966755571507,9.759754553209056,Waterfront,Colonial,Excellent,497318.7110166696
2614.765977995872,3,16.818523191421104,22.2267839599834,Suburbs,Colonial,Fair,449508.20577558415
2856.3729613875375,5,26.125959581726153,25.684053564730355,Rural,Ranch,Fair,475085.1713808237
1441.621368779479,4,36.613590359232255,20.471315416387817,Rural,Modern,Good,269388.3584975051
2766.1841412520207,2,0.16731810214896115,24.476369297284812,Suburbs,Victorian,Fair,510007.68226598867
1793.0144583419838,4,23.36553832688263,23.233027920811775,Rural,Victorian,Good,410390.3030254254
2507.2257426026645,2,14.85014382274411,5.341415070751774,Downtown,Victorian,Good,639385.1865299714
2510.5302190544157,5,42.64109108459507,13.294399574485757,Waterfront,Modern,Good,602069.7393314651
2246.591647001848,2,35.77766576171209,5.436530224028317,Downtown,Ranch,Good,445181.4165168598
1043.7823791469025,3,29.455426723544743,7.821831959257559,Waterfront,Colonial,Excellent,421072.39016133506
3055.3167380909426,3,13.863282284838679,26.208529114880523,Suburbs,Ranch,Good,583723.044312753
1666.1061754236869,3,45.516955102876715,14.713867003362282,Downtown,Modern,Fair,314916.1844761231
1303.5999780796064,3,2.255033861016159,16.525384953437165,Suburbs,Colonial,Good,344809.5150820728
910.0928821978625,4,5.473379933955758,6.174932991605392,Suburbs,Modern,Good,362816.9987895623
2395.4109466082527,5,19.581507027017803,10.055881795415084,Waterfront,Victorian,Excellent,744759.922779514
2629.4237769741626,2,6.221877864842817,7.677138884408228,Waterfront,Victorian,Good,638631.1399441365
844.7871381052116,2,47.82078487797125,6.979398771034366,Waterfront,Modern,Good,362914.5231115448
2182.6512574080584,3,39.89946610716917,19.500863006163133,Downtown,Colonial,Fair,382287.88425792323
1411.5385930344326,3,12.949132580090684,8.449631581725729,Rural,Colonial,Good,369577.5968381249
2541.9665341055147,1,29.42771144866227,19.328449094592134,Waterfront,Ranch,Fair,527383.7893253239
1270.789358313477,5,49.11652575400408,2.6951838091480633,Waterfront,Victorian,Fair,401725.33103383717
2665.5318928766583,4,44.20994890657515,5.111457412285954,Downtown,Ranch,Good,581677.107181363
1844.185435011451,2,30.039922322109902,8.961667366003637,Waterfront,Ranch,Fair,437998.1029102297
3329.170969589183,1,45.18619835876353,18.31436058997506,Downtown,Modern,Good,649040.0582881179
1171.3065491941818,1,49.459245490667946,20.599396107533902,Suburbs,Modern,Fair,192866.99334862235
1720.879147835698,2,37.167641144681205,13.838792036606286,Waterfront,Ranch,Good,473920.21113923634
1106.3785073495906,4,3.2493204741447013,13.92793652273964,Waterfront,Victorian,Good,490756.7842397477
3296.6727693521193,1,20.079011821274374,22.010988690559923,Suburbs,Modern,Good,711124.6581093322
3168.816254128649,1,41.891286764162274,1.4588116612018909,Suburbs,Ranch,Good,560576.549444887
1496.4423948309202,5,11.52845979025095,10.891610709752396,Suburbs,Ranch,Good,415220.47626352235
2581.9569242922835,4,41.53212588753123,24.74250465645775,Waterfront,Ranch,Good,545619.030647929
3006.4999405432827,1,6.016938101749797,18.493362896187794,Rural,Ranch,Excellent,558541.5864120728
2299.0421913185482,4,2.3472678573906505,10.77958684990719,Rural,Ranch,Poor,336767.97840879613
2230.0565615612177,2,19.20453057456248,27.26021897756054,Rural,Ranch,Fair,338286.286648607
1453.0011854312195,3,1.8365968713306813,23.406059096032095,Waterfront,Modern,Good,549345.0331724077
1051.3774730759278,1,47.86351314916628,8.68196796986527,Suburbs,Victorian,Good,252832.59089144145
3222.4825464739824,5,41.310284789698294,19.71340528824579,Waterfront,Ranch,Fair,607195.752787642
3231.128754340992,2,40.038484356493754,18.276771117479743,Suburbs,Colonial,Fair,475708.4165044521
2509.3739346378234,4,31.488896149807655,12.634449507130498,Waterfront,Modern,Fair,542619.1855599786
1715.380435831492,2,10.816201151827675,11.64172629693922,Waterfront,Modern,Good,580117.2043862134
1742.8658514541844,1,25.91301833381961,10.963253768495415,Suburbs,Ranch,Good,321518.6809637148
2760.080332949646,4,29.86370362151705,18.897517718473757,Rural,Modern,Excellent,566730.8318376247
3222.197701871958,3,26.25157504301341,13.829888157939415,Suburbs,Ranch,Good,589724.713551132
3195.133345515817,2,13.011668397576365,25.12403028429124,Downtown,Victorian,Fair,642506.385249094
2905.6639738155845,1,25.762396215736295,20.418475867884894,Downtown,Victorian,Fair,530627.8155761826
2533.485444616577,5,24.559317043431328,3.02801656557359,Suburbs,Modern,Good,631086.9205120833
1027.1779054866317,4,49.81678879033621,19.564878491016817,Waterfront,Modern,Fair,352142.3856937018
1236.397528055457,2,44.871807402310196,8.863275658505358,Downtown,Colonial,Good,339908.5300270241
3226.096309023114,2,23.169037410780994,18.19154775794926,Downtown,Modern,Good,655828.0174229685
2437.358461080893,3,31.146869146755936,20.72382600200009,Waterfront,Colonial,Good,612227.0127777574
824.8320393649001,3,37.393580204611425,7.69404648546635,Waterfront,Victorian,Poor,241285.64134713364
1073.9731657382868,5,1.7432580116912455,14.24890070153069,Rural,Victorian,Excellent,405586.9616728056
2591.4547765917505,5,44.74607206139199,6.519421021752966,Waterfront,Ranch,Poor,528669.2210407957
813.6662763847904,1,43.00634082089619,2.517827397808741,Suburbs,Victorian,Fair,178701.29103910137
1234.1817388272464,1,22.871604888685365,11.975816281090204,Suburbs,Colonial,Excellent,335539.03021047666
2281.5812312897824,5,19.55848830401899,11.525383883533767,Rural,Modern,Good,530386.1179302604
2668.117033770272,5,13.647968742815747,29.868934230423456,Downtown,Ranch,Fair,536507.6552993412
2560.295400657021,4,23.83384141651842,13.944218184731623,Downtown,Colonial,Good,512959.2343881643
1405.5271355435113,3,2.2188331766618385,10.673516934693811,Waterfront,Modern,Poor,512841.76011249877
2722.8838976383468,1,42.609676667350385,17.833775194783563,Suburbs,Ranch,Poor,347692.4921798703
1440.5725362413602,3,1.7711184209272535,3.5742544291252853,Downtown,Victorian,Good,453802.26760021766
1678.579185030023,3,16.45256826849355,28.88830634268958,Rural,Colonial,Good,316353.7243344524
2815.5267938186653,5,46.5794744159495,19.413841322139962,Rural,Modern,Poor,437326.9110316437
2554.0088274274794,4,36.76063272617264,22.890296778284586,Suburbs,Ranch,Fair,430156.9935437977
3092.9032083342804,2,14.069548028876339,5.943860207043609,Rural,Ranch,Excellent,543266.7836722748
2575.554809210927,4,12.632454698044254,12.874857737150913,Rural,Victorian,Excellent,580973.4722596748
2334.4332290057732,4,0.2541069909012983,13.257984288489496,Suburbs,Modern,Good,586417.7738889614
1052.9218731358496,3,34.785714642487505,24.83238687313152,Waterfront,Victorian,Poor,273573.9349330794
1792.8326682604704,4,2.4391790836586544,1.0358637130228738,Waterfront,Victorian,Fair,518716.672139741
1516.0463927406588,1,26.630125970038105,9.724740142244396,Rural,Modern,Fair,283588.2386998413
1458.7720371235257,3,48.10609862960249,29.455854855984814,Waterfront,Modern,Excellent,438114.827947411
3427.128497831603,1,5.473443002722695,14.77170976168034,Waterfront,Modern,Good,782790.3896743391
1861.363856600253,2,44.72399654840337,12.093262127076239,Rural,Colonial,Fair,208391.56507902755
3208.525698978206,3,49.57376675725241,4.475041058511744,Waterfront,Modern,Good,781548.2183761983
2504.0742901926096,2,3.0758513119617525,29.25077423021245,Rural,Ranch,Good,412541.2723759994
2945.9905195624506,3,44.14531345687306,1.5807643218489096,Downtown,Victorian,Excellent,657199.5181673877
2157.1201513840188,5,25.803951022180833,22.37822652521005,Suburbs,Colonial,Fair,327541.2114510623
2357.6404884911694,4,45.325685972229,23.289394338866746,Suburbs,Modern,Poor,440972.1787735634
2129.7977733109324,5,28.565947095978707,8.066044765852132,Waterfront,Colonial,Good,569143.1395551043
1327.15606705472,2,33.10560050532823,20.475194864778082,Waterfront,Modern,Good,424390.5089654434
2750.6207112060642,4,27.18894539986996,3.694945187002308,Waterfront,Colonial,Fair,670752.5036646622
1558.0853785903107,3,43.224644015367424,8.454370726530316,Suburbs,Victorian,Poor,266611.280436722
865.6531093649254,4,36.69549594768509,23.849157660475683,Downtown,Victorian,Excellent,343806.85114953795
2542.775198949353,1,26.063015609020745,26.075899568972666,Downtown,Ranch,Good,404222.78623920924
1278.1988343990322,4,43.40804020257735,18.64610596713395,Suburbs,Ranch,Good,285505.0265804377
3339.2381777528685,1,12.264276612766729,15.698314522793996,Downtown,Modern,Fair,701429.4948646046
3375.607157906986,4,7.867032985126299,5.619816597950429,Suburbs,Victorian,Good,706335.0525054032
3270.133853595211,1,8.020005266503604,2.8301619592953546,Downtown,Colonial,Excellent,754556.0302373404
1799.4284906896999,2,16.700443937261895,4.4118218257332,Rural,Colonial,Fair,388295.5998175451
841.732864627942,5,11.934501565050876,7.593361702786865,Rural,Colonial,Fair,226965.58631410837
3306.4601189868586,3,46.50451752548693,10.908560555010704,Suburbs,Ranch,Excellent,605108.452556527
1956.0972004567486,4,5.291704691429199,12.04637623981863,Downtown,Colonial,Fair,439743.2295912289
3409.9680114179077,5,34.949536901979386,11.043331289081102,Waterfront,Ranch,Good,738174.2293859301
3401.773938140983,3,9.461076989250294,7.932604633720702,Downtown,Ranch,Good,688085.326133306
3103.1255297618723,3,44.08185663851751,15.782003155799247,Rural,Modern,Good,517985.7737670312
1595.0120085878814,1,48.06576440924537,24.933297138754007,Rural,Colonial,Fair,199285.43995477015
1839.7638672251983,2,23.273500438499177,9.111402615672898,Downtown,Colonial,Good,408385.59060111496
3098.0690130955136,2,43.95357401140658,28.32922355396476,Downtown,Victorian,Fair,519571.19072120835
1655.6894139219496,5,0.25725853773573837,26.32676318999159,Waterfront,Modern,Fair,525005.6084993334
1257.6304160524496,2,40.997345870405006,5.691162129211179,Waterfront,Victorian,Fair,424519.22115655756
2303.3634086375455,4,11.431258076246175,23.80200274595574,Downtown,Modern,Fair,506141.29994362185
3327.6178902341085,2,45.43506546346839,17.663034087215234,Downtown,Colonial,Fair,556717.8917461635
2679.2804510224273,5,0.056005574005474346,17.430685502971137,Downtown,Ranch,Excellent,688220.091064723
2339.1651592412854,2,27.80908675198785,12.340240128687059,Downtown,Ranch,Good,532928.3682157734
1062.376533181075,4,37.83179018924673,15.533436976278281,Suburbs,Ranch,Poor,171559.98831847496
2460.5195120877584,1,12.934416534895398,12.51818454544712,Downtown,Ranch,Excellent,542117.7660450601
3473.145395281511,5,9.656643229364652,16.65224594403834,Waterfront,Ranch,Fair,724848.3533825807
1178.2268411386149,1,4.2049112233992325,19.210551530406438,Rural,Victorian,Poor,272781.5377582217
2199.490061382089,1,16.32167882516465,20.554810385862403,Suburbs,Modern,Excellent,542149.8935448085
3168.9072942054795,1,27.992215615441474,16.44195458422336,Downtown,Colonial,Fair,543759.7573179076
2800.075267936352,3,5.792192839012883,21.92123995253322,Rural,Victorian,Good,595606.3591886389
2681.9425006872234,3,18.83476809933994,5.097063428989668,Suburbs,Modern,Good,601274.7467864648
2696.707026765195,1,0.4536202326362482,7.147492236164918,Rural,Ranch,Excellent,578888.6509840179
1770.626108293339,5,40.93397102499209,24.743315118153834,Downtown,Modern,Excellent,474801.18589123676
1592.6979795141322,4,6.422435904659568,10.35331135754604,Downtown,Modern,Fair,476934.0545976768
2985.275119791987,4,14.16714741327908,1.663920924307487,Waterfront,Ranch,Fair,713218.0536453238
2987.306165633788,2,0.9213859369108734,5.459943340372901,Downtown,Ranch,Fair,607123.7617488282
3141.09526016628,5,21.612039194625616,7.484818600393026,Downtown,Ranch,Good,713260.7109770722
3265.7494919024725,3,42.00607513706094,28.762363748943027,Suburbs,Colonial,Excellent,586041.754794937
2180.6244769245322,1,19.60756057225983,17.618201438994628,Waterfront,Ranch,Fair,510854.7838822207
2154.093995655439,2,8.97486617119167,28.04919147381139,Suburbs,Colonial,Good,420623.6081494787
2955.396983210293,4,37.68494170252596,17.679737164402123,Rural,Ranch,Poor,397703.3561299717
2554.902613099966,3,39.440349093537215,14.901278763997702,Downtown,Colonial,Fair,515932.4394826584
2695.310568595799,3,8.68767376537834,10.098103044628786,Rural,Modern,Fair,523750.2416177039
2948.640207477473,1,38.54270542704949,18.58475738856789,Suburbs,Victorian,Poor,455378.3589588707
3203.014422907429,4,47.3648944128169,5.036742713908366,Downtown,Modern,Excellent,739673.5872334235
1712.5869234991467,5,8.318879346613617,27.049587191488474,Downtown,Modern,Fair,454824.1697437079
1814.0739721278487,3,38.549214626606776,25.05063974909723,Suburbs,Ranch,Good,352323.25795558025
1053.7512375703463,1,35.428600230131465,10.208411988425373,Suburbs,Colonial,Poor,193781.5868795078
2361.3563806896695,5,23.678694421754425,28.631128300437535,Suburbs,Victorian,Good,479207.67826721154
897.0441392512037,4,2.896023027939915,24.930822255051474,Suburbs,Ranch,Fair,282736.12832531566
2057.114648957642,3,3.734720887892701,20.32289968921615,Suburbs,Ranch,Fair,397121.9498753745
